股票代码,股票简称,最新价,最新涨跌幅,预告净利润[20240630],业绩预告类型[20240630],上年同期净利润[20240630],预告净利润变动幅度[20240630],业绩预告日期[20240630],业绩变化原因[20240630],业绩预告摘要[20240630],预告净利润上限[20240630],预告净利润下限[20240630],market_code,code
000584.SZ,*ST工智,1.32,4.762,,,,,,,,,,33,000584
000582.SZ,北部湾港,7.54,0.000,,,,,,,,,,33,000582
000593.SZ,德龙汇能,4.83,-0.617,,,,,,,,,,33,000593
000636.SZ,风华高科,12.45,-1.269,,,,,,,,,,33,000636
002825.SZ,纳尔股份,6.18,-2.215,,,,,,,,,,33,002825
002807.SZ,江阴银行,3.86,-0.516,,,,,,,,,,33,002807
002830.SZ,名雕股份,9.95,-1.290,,,,,,,,,,33,002830
000597.SZ,东北制药,3.95,0.000,,,,,,,,,,33,000597
002782.SZ,可立克,10.61,-1.850,,,,,,,,,,33,002782
002837.SZ,英维克,20.29,-1.600,,,,,,,,,,33,002837
002817.SZ,黄山胶囊,5.45,-1.089,,,,,,,,,,33,002817
000600.SZ,建投能源,6.10,-3.937,,,,,,,,,,33,000600
000631.SZ,顺发恒业,2.48,0.813,,,,,,,,,,33,000631
002822.SZ,ST中装,1.03,5.102,,,,,,,,,,33,002822
002786.SZ,银宝山新,7.88,-3.785,,,,,,,,,,33,002786
000607.SZ,华媒控股,3.19,-0.313,,,,,,,,,,33,000607
000603.SZ,盛达资源,12.09,1.256,,,,,,,,,,33,000603
002805.SZ,丰元股份,10.21,-0.681,,,,,,,,,,33,002805
000659.SZ,珠海中富,1.43,-2.055,,,,,,,,,,33,000659
000655.SZ,金岭矿业,5.70,0.352,,,,,,,,,,33,000655
002828.SZ,贝肯能源,8.53,-1.273,,,,,,,,,,33,002828
000713.SZ,丰乐种业,5.61,-0.178,,,,,,,,,,33,000713
000688.SZ,国城矿业,9.56,1.810,,,,,,,,,,33,000688
000612.SZ,焦作万方,6.48,-1.220,,,,,,,,,,33,000612
000691.SZ,亚太实业,3.59,-0.554,,,,,,,,,,33,000691
000657.SZ,中钨高新,9.01,-0.111,,,,,,,,,,33,000657
002815.SZ,崇达技术,8.91,-0.558,,,,,,,,,,33,002815
000615.SZ,ST美谷,2.18,4.808,,,,,,,,,,33,000615
000635.SZ,英力特,6.01,0.000,,,,,,,,,,33,000635
002833.SZ,弘亚数控,17.52,-1.959,,,,,,,,,,33,002833
002821.SZ,凯莱英,63.69,-0.609,,,,,,,,,,33,002821
000715.SZ,中兴商业,5.38,10.020,,,,,,,,,,33,000715
000663.SZ,永安林业,4.56,0.885,,,,,,,,,,33,000663
002826.SZ,易明医药,8.04,-1.229,,,,,,,,,,33,002826
000605.SZ,渤海股份,4.79,-0.828,,,,,,,,,,33,000605
000589.SZ,贵州轮胎,5.08,-0.587,,,,,,,,,,33,000589
000679.SZ,大连友谊,2.73,10.081,,,,,,,,,,33,000679
000638.SZ,万方发展,3.48,-1.972,,,,,,,,,,33,000638
002836.SZ,新宏泽,5.94,-0.503,,,,,,,,,,33,002836
000609.SZ,*ST中迪,1.79,-4.787,,,,,,,,,,33,000609
000677.SZ,恒天海龙,2.70,0.000,,,,,,,,,,33,000677
000776.SZ,广发证券,11.92,0.000,,,,,,,,,,33,000776
000652.SZ,泰达股份,3.06,0.328,,,,,,,,,,33,000652
000686.SZ,东北证券,5.58,0.360,,,,,,,,,,33,000686
000728.SZ,国元证券,6.04,0.000,,,,,,,,,,33,000728
000793.SZ,华闻集团,1.31,-1.504,,,,,,,,,,33,000793
002829.SZ,星网宇达,12.65,-2.166,,,,,,,,,,33,002829
000811.SZ,冰轮环境,9.44,-1.461,,,,,,,,,,33,000811
002831.SZ,裕同科技,24.69,-0.403,,,,,,,,,,33,002831
000665.SZ,湖北广电,3.60,-0.277,,,,,,,,,,33,000665
000698.SZ,沈阳化工,3.15,0.319,,,,,,,,,,33,000698
000711.SZ,*ST京蓝,1.83,1.667,,,,,,,,,,33,000711
000833.SZ,粤桂股份,4.85,0.000,,,,,,,,,,33,000833
000719.SZ,中原传媒,10.47,-0.286,,,,,,,,,,33,000719
000608.SZ,阳光股份,1.61,4.546,,,,,,,,,,33,000608
000690.SZ,宝新能源,5.15,-0.962,,,,,,,,,,33,000690
000703.SZ,恒逸石化,7.12,-0.836,,,,,,,,,,33,000703
000685.SZ,中山公用,7.26,-0.548,,,,,,,,,,33,000685
002832.SZ,比音勒芬,23.77,-1.164,,,,,,,,,,33,002832
000726.SZ,鲁泰A,6.41,-1.385,,,,,,,,,,33,000726
000707.SZ,双环科技,7.01,-0.285,,,,,,,,,,33,000707
000799.SZ,酒鬼酒,42.26,-2.873,,,,,,,,,,33,000799
000716.SZ,黑芝麻,3.83,1.592,,,,,,,,,,33,000716
000722.SZ,湖南发展,9.34,-2.096,,,,,,,,,,33,000722
000831.SZ,中国稀土,24.50,-2.778,,,,,,,,,,33,000831
000791.SZ,甘肃能源,6.17,-1.122,,,,,,,,,,33,000791
000858.SZ,五粮液,131.00,-0.426,,,,,,,,,,33,000858
000905.SZ,厦门港务,5.79,0.173,,,,,,,,,,33,000905
000893.SZ,亚钾国际,16.16,-2.474,,,,,,,,,,33,000893
000802.SZ,北京文化,5.24,-1.132,,,,,,,,,,33,000802
000738.SZ,航发控制,19.43,-1.968,,,,,,,,,,33,000738
000877.SZ,天山股份,5.53,0.181,,,,,,,,,,33,000877
000708.SZ,中信特钢,13.52,-1.816,,,,,,,,,,33,000708
000692.SZ,惠天热电,3.05,0.329,,,,,,,,,,33,000692
000906.SZ,浙商中拓,6.73,-0.738,,,,,,,,,,33,000906
000810.SZ,创维数字,8.36,-0.830,,,,,,,,,,33,000810
000736.SZ,中交地产,9.08,-0.220,,,,,,,,,,33,000736
000816.SZ,智慧农业,1.57,1.948,,,,,,,,,,33,000816
000813.SZ,德展健康,2.26,0.000,,,,,,,,,,33,000813
000818.SZ,航锦科技,22.68,0.133,,,,,,,,,,33,000818
000717.SZ,中南股份,1.79,0.000,,,,,,,,,,33,000717
000778.SZ,新兴铸管,3.55,0.567,,,,,,,,,,33,000778
000923.SZ,河钢资源,17.37,-0.401,,,,,,,,,,33,000923
000839.SZ,中信国安,2.66,-2.564,,,,,,,,,,33,000839
000919.SZ,金陵药业,6.41,-1.233,,,,,,,,,,33,000919
000720.SZ,新能泰山,2.50,-0.398,,,,,,,,,,33,000720
000789.SZ,万年青,4.71,1.073,,,,,,,,,,33,000789
000828.SZ,东莞控股,9.28,0.760,,,,,,,,,,33,000828
000825.SZ,太钢不锈,3.54,0.855,,,,,,,,,,33,000825
000731.SZ,四川美丰,6.75,-0.295,,,,,,,,,,33,000731
000735.SZ,罗牛山,4.55,1.336,,,,,,,,,,33,000735
000796.SZ,ST凯撒,3.23,0.311,,,,,,,,,,33,000796
000756.SZ,新华制药,14.61,-0.680,,,,,,,,,,33,000756
002839.SZ,张家港行,4.11,0.000,,,,,,,,,,33,002839
000721.SZ,西安饮食,7.58,6.014,,,,,,,,,,33,000721
000815.SZ,美利云,7.32,-0.678,,,,,,,,,,33,000815
000767.SZ,晋控电力,2.36,-0.840,,,,,,,,,,33,000767
000836.SZ,ST富通,,,,,,,,,,,,33,000836
000762.SZ,西藏矿业,18.54,0.761,,,,,,,,,,33,000762
000807.SZ,云铝股份,13.56,0.148,,,,,,,,,,33,000807
002865.SZ,钧达股份,37.99,-1.196,,,,,,,,,,33,002865
002855.SZ,捷荣技术,19.36,-2.909,,,,,,,,,,33,002855
000766.SZ,通化金马,15.96,-0.125,,,,,,,,,,33,000766
002857.SZ,三晖电气,15.02,-10.006,,,,,,,,,,33,002857
002858.SZ,力盛体育,10.56,-1.031,,,,,,,,,,33,002858
000823.SZ,超声电子,8.25,-0.960,,,,,,,,,,33,000823
000852.SZ,石化机械,5.52,0.364,,,,,,,,,,33,000852
002862.SZ,实丰文化,13.97,-0.569,,,,,,,,,,33,002862
000869.SZ,张裕A,21.73,0.602,,,,,,,,,,33,000869
000913.SZ,钱江摩托,15.24,-2.182,,,,,,,,,,33,000913
000887.SZ,中鼎股份,11.96,-1.239,,,,,,,,,,33,000887
000821.SZ,京山轻机,11.19,-1.497,,,,,,,,,,33,000821
000890.SZ,法尔胜,2.68,5.098,,,,,,,,,,33,000890
000862.SZ,银星能源,4.72,-1.667,,,,,,,,,,33,000862
000920.SZ,沃顿科技,7.49,-0.399,,,,,,,,,,33,000920
000903.SZ,云内动力,1.92,7.865,,,,,,,,,,33,000903
000859.SZ,国风新材,3.42,-0.292,,,,,,,,,,33,000859
000803.SZ,山高环能,3.59,-0.278,,,,,,,,,,33,000803
000915.SZ,华特达因,29.68,-1.001,,,,,,,,,,33,000915
000912.SZ,泸天化,3.59,0.279,,,,,,,,,,33,000912
000922.SZ,佳电股份,11.38,-0.698,,,,,,,,,,33,000922
000876.SZ,新希望,9.37,0.214,,,,,,,,,,33,000876
000786.SZ,北新建材,28.50,-2.830,,,,,,,,,,33,000786
000908.SZ,*ST景峰,0.76,5.556,,,,,,,,,,33,000908
000917.SZ,电广传媒,5.10,-0.585,,,,,,,,,,33,000917
000900.SZ,现代投资,3.78,0.265,,,,,,,,,,33,000900
000837.SZ,秦川机床,7.22,-0.688,,,,,,,,,,33,000837
000829.SZ,天音控股,8.32,-4.148,,,,,,,,,,33,000829
000925.SZ,众合科技,6.23,-1.890,,,,,,,,,,33,000925
000899.SZ,赣能股份,9.58,-2.642,,,,,,,,,,33,000899
000929.SZ,兰州黄河,6.29,0.319,,,,,,,,,,33,000929
000930.SZ,中粮科技,5.18,0.000,,,,,,,,,,33,000930
000892.SZ,欢瑞世纪,2.59,0.388,,,,,,,,,,33,000892
000826.SZ,启迪环境,1.54,3.356,,,,,,,,,,33,000826
000851.SZ,ST高鸿,1.74,3.571,,,,,,,,,,33,000851
000928.SZ,中钢国际,5.59,-1.062,,,,,,,,,,33,000928
000897.SZ,津滨发展,2.14,0.470,,,,,,,,,,33,000897
002841.SZ,视源股份,28.64,-0.659,,,,,,,,,,33,002841
000921.SZ,海信家电,29.71,-3.319,,,,,,,,,,33,000921
000868.SZ,安凯客车,3.88,0.000,,,,,,,,,,33,000868
002846.SZ,英联股份,7.46,1.084,,,,,,,,,,33,002846
000927.SZ,中国铁物,2.41,0.417,,,,,,,,,,33,000927
000938.SZ,紫光股份,21.82,-1.178,,,,,,,,,,33,000938
002840.SZ,华统股份,17.12,-3.332,,,,,,,,,,33,002840
000850.SZ,华茂股份,3.08,-0.324,,,,,,,,,,33,000850
002842.SZ,翔鹭钨业,5.46,2.632,,,,,,,,,,33,002842
002869.SZ,金溢科技,33.00,2.072,,,,,,,,,,33,002869
000898.SZ,鞍钢股份,2.21,0.000,,,,,,,,,,33,000898
002861.SZ,瀛通通讯,9.52,-10.019,,,,,,,,,,33,002861
000910.SZ,大亚圣象,6.10,-0.813,,,,,,,,,,33,000910
002870.SZ,香山股份,29.09,-2.120,,,,,,,,,,33,002870
002847.SZ,盐津铺子,42.85,-0.672,,,,,,,,,,33,002847
002871.SZ,伟隆股份,8.02,-0.865,,,,,,,,,,33,002871
002843.SZ,泰嘉股份,14.75,-3.024,,,,,,,,,,33,002843
002849.SZ,威星智能,10.98,-2.226,,,,,,,,,,33,002849
300018.SZ,中元股份,4.58,-2.345,,,,,,,,,,33,300018
002876.SZ,三利谱,23.28,-2.103,,,,,,,,,,33,002876
300026.SZ,红日药业,3.11,-1.270,,,,,,,,,,33,300026
300003.SZ,乐普医疗,14.11,-0.634,,,,,,,,,,33,300003
300053.SZ,航宇微,9.03,-1.419,,,,,,,,,,33,300053
300072.SZ,海新能科,1.96,3.704,,,,,,,,,,33,300072
300045.SZ,华力创通,17.53,-1.572,,,,,,,,,,33,300045
300009.SZ,安科生物,8.51,-1.047,,,,,,,,,,33,300009
300005.SZ,探路者,5.00,0.000,,,,,,,,,,33,300005
300073.SZ,当升科技,33.32,-0.951,,,,,,,,,,33,300073
300046.SZ,台基股份,15.42,-0.194,,,,,,,,,,33,300046
002875.SZ,安奈儿,10.74,-2.717,,,,,,,,,,33,002875
300002.SZ,神州泰岳,8.57,-0.117,,,,,,,,,,33,300002
300004.SZ,南风股份,4.35,-1.136,,,,,,,,,,33,300004
300088.SZ,长信科技,4.55,-0.219,,,,,,,,,,33,300088
300011.SZ,鼎汉技术,5.06,-0.979,,,,,,,,,,33,300011
300027.SZ,华谊兄弟,1.70,1.191,,,,,,,,,,33,300027
300055.SZ,万邦达,4.22,-0.472,,,,,,,,,,33,300055
300057.SZ,万顺新材,4.17,-1.418,,,,,,,,,,33,300057
300034.SZ,钢研高纳,15.37,-1.977,,,,,,,,,,33,300034
300022.SZ,吉峰科技,3.77,1.072,,,,,,,,,,33,300022
300105.SZ,龙源技术,6.41,-1.080,,,,,,,,,,33,300105
300066.SZ,三川智慧,3.15,-5.121,,,,,,,,,,33,300066
300112.SZ,万讯自控,6.84,-1.441,,,,,,,,,,33,300112
300024.SZ,机器人,9.72,-0.614,,,,,,,,,,33,300024
300172.SZ,中电环保,4.57,-1.296,,,,,,,,,,33,300172
300111.SZ,向日葵,1.99,2.577,,,,,,,,,,33,300111
300080.SZ,易成新能,2.96,1.024,,,,,,,,,,33,300080
300074.SZ,华平股份,3.28,-1.796,,,,,,,,,,33,300074
300122.SZ,智飞生物,27.55,-0.253,,,,,,,,,,33,300122
300062.SZ,中能电气,4.85,-3.770,,,,,,,,,,33,300062
300015.SZ,爱尔眼科,10.30,0.195,,,,,,,,,,33,300015
300121.SZ,阳谷华泰,7.95,-0.873,,,,,,,,,,33,300121
300154.SZ,瑞凌股份,5.32,-1.482,,,,,,,,,,33,300154
300128.SZ,锦富技术,3.09,0.000,,,,,,,,,,33,300128
300086.SZ,康芝药业,3.78,2.162,,,,,,,,,,33,300086
300069.SZ,金利华电,10.54,-5.556,,,,,,,,,,33,300069
300085.SZ,银之杰,8.30,-4.598,,,,,,,,,,33,300085
300075.SZ,数字政通,15.01,-3.411,,,,,,,,,,33,300075
300100.SZ,双林股份,10.86,-3.894,,,,,,,,,,33,300100
300132.SZ,青松股份,3.60,0.840,,,,,,,,,,33,300132
300084.SZ,海默科技,5.38,-2.359,,,,,,,,,,33,300084
300071.SZ,福石控股,2.12,0.952,,,,,,,,,,33,300071
300109.SZ,新开源,11.49,-1.879,,,,,,,,,,33,300109
300137.SZ,先河环保,4.23,-5.157,,,,,,,,,,33,300137
300102.SZ,乾照光电,6.19,-0.642,,,,,,,,,,33,300102
300145.SZ,中金环境,2.53,-1.556,,,,,,,,,,33,300145
300134.SZ,大富科技,6.68,-2.053,,,,,,,,,,33,300134
300135.SZ,宝利国际,2.58,0.000,,,,,,,,,,33,300135
300059.SZ,东方财富,10.26,-0.097,,,,,,,,,,33,300059
300158.SZ,振东制药,3.95,-0.754,,,,,,,,,,33,300158
300118.SZ,东方日升,12.09,-0.820,,,,,,,,,,33,300118
300092.SZ,科新机电,10.17,-2.773,,,,,,,,,,33,300092
300176.SZ,派生科技,5.21,14.254,,,,,,,,,,33,300176
300124.SZ,汇川技术,50.78,0.515,,,,,,,,,,33,300124
300117.SZ,*ST嘉寓,1.04,19.540,,,,,,,,,,33,300117
300169.SZ,天晟新材,4.67,-0.638,,,,,,,,,,33,300169
300160.SZ,秀强股份,4.71,0.000,,,,,,,,,,33,300160
300107.SZ,建新股份,9.30,-1.587,,,,,,,,,,33,300107
300125.SZ,ST聆达,2.08,9.474,,,,,,,,,,33,300125
300168.SZ,万达信息,4.90,-1.804,,,,,,,,,,33,300168
300141.SZ,和顺电气,7.76,-3.000,,,,,,,,,,33,300141
300182.SZ,捷成股份,3.74,-1.058,,,,,,,,,,33,300182
300200.SZ,高盟新材,7.68,-2.290,,,,,,,,,,33,300200
300130.SZ,新国都,16.12,-4.672,,,,,,,,,,33,300130
300120.SZ,经纬辉开,6.04,20.080,,,,,,,,,,33,300120
300155.SZ,安居宝,3.62,-0.822,,,,,,,,,,33,300155
300116.SZ,*ST保力,,,,,,,,,,,,33,300116
300142.SZ,沃森生物,11.28,-0.792,,,,,,,,,,33,300142
300193.SZ,佳士科技,7.26,-2.288,,,,,,,,,,33,300193
300123.SZ,亚光科技,4.59,-3.774,,,,,,,,,,33,300123
300147.SZ,香雪制药,3.33,-0.597,,,,,,,,,,33,300147
300162.SZ,雷曼光电,6.41,-6.560,,,,,,,,,,33,300162
300199.SZ,翰宇药业,10.51,-2.595,,,,,,,,,,33,300199
300179.SZ,四方达,6.93,-0.716,,,,,,,,,,33,300179
300173.SZ,福能东方,3.69,-1.337,,,,,,,,,,33,300173
300148.SZ,天舟文化,2.41,0.837,,,,,,,,,,33,300148
300159.SZ,新研股份,2.04,0.000,,,,,,,,,,33,300159
300157.SZ,新锦动力,1.96,1.031,,,,,,,,,,33,300157
300181.SZ,佐力药业,15.26,-3.295,,,,,,,,,,33,300181
300167.SZ,*ST迪威,1.48,4.225,,,,,,,,,,33,300167
300188.SZ,国投智能,11.52,-2.207,,,,,,,,,,33,300188
300152.SZ,新动力,1.66,3.106,,,,,,,,,,33,300152
300165.SZ,天瑞仪器,2.33,4.955,,,,,,,,,,33,300165
300170.SZ,汉得信息,6.17,-1.595,,,,,,,,,,33,300170
300221.SZ,银禧科技,5.06,-1.365,,,,,,,,,,33,300221
300213.SZ,佳讯飞鸿,5.64,-2.759,,,,,,,,,,33,300213
300204.SZ,舒泰神,5.82,-0.513,,,,,,,,,,33,300204
300252.SZ,金信诺,6.10,-1.613,,,,,,,,,,33,300252
300286.SZ,安科瑞,20.18,-4.901,,,,,,,,,,33,300286
300209.SZ,*ST有树,2.30,2.679,,,,,,,,,,33,300209
300220.SZ,金运激光,7.61,-3.671,,,,,,,,,,33,300220
300210.SZ,森远股份,8.05,-2.542,,,,,,,,,,33,300210
300222.SZ,科大智能,5.26,-2.231,,,,,,,,,,33,300222
300217.SZ,东方电热,3.74,-1.058,,,,,,,,,,33,300217
300203.SZ,聚光科技,10.23,0.294,,,,,,,,,,33,300203
300296.SZ,利亚德,4.40,-0.901,,,,,,,,,,33,300296
300207.SZ,欣旺达,14.16,0.071,,,,,,,,,,33,300207
300246.SZ,宝莱特,6.02,-1.312,,,,,,,,,,33,300246
300307.SZ,慈星股份,5.72,-1.887,,,,,,,,,,33,300307
300328.SZ,宜安科技,4.33,-0.230,,,,,,,,,,33,300328
300226.SZ,上海钢联,17.03,-0.758,,,,,,,,,,33,300226
300215.SZ,电科院,5.30,-3.986,,,,,,,,,,33,300215
300275.SZ,梅安森,9.99,-0.299,,,,,,,,,,33,300275
300211.SZ,亿通科技,5.28,-1.859,,,,,,,,,,33,300211
000951.SZ,中国重汽,13.85,-2.396,,,,,,,,,,33,000951
300256.SZ,星星科技,1.89,5.587,,,,,,,,,,33,300256
300228.SZ,富瑞特装,5.49,-1.789,,,,,,,,,,33,300228
300224.SZ,正海磁材,9.06,-1.629,,,,,,,,,,33,300224
300276.SZ,三丰智能,3.38,-2.029,,,,,,,,,,33,300276
300314.SZ,戴维医疗,10.44,-0.949,,,,,,,,,,33,300314
300227.SZ,光韵达,5.35,-1.654,,,,,,,,,,33,300227
300375.SZ,鹏翎股份,3.85,-1.535,,,,,,,,,,33,300375
300274.SZ,阳光电源,60.05,-0.448,,,,,,,,,,33,300274
300254.SZ,仟源医药,8.13,-0.974,,,,,,,,,,33,300254
300278.SZ,华昌达,2.90,-0.685,,,,,,,,,,33,300278
300305.SZ,裕兴股份,5.93,-0.670,,,,,,,,,,33,300305
000952.SZ,广济药业,5.36,-2.011,,,,,,,,,,33,000952
300382.SZ,斯莱克,5.74,-1.880,,,,,,,,,,33,300382
300234.SZ,开尔新材,4.06,-0.976,,,,,,,,,,33,300234
300342.SZ,天银机电,13.75,-3.846,,,,,,,,,,33,300342
300337.SZ,银邦股份,8.19,5.951,,,,,,,,,,33,300337
300284.SZ,苏交科,7.35,-5.527,,,,,,,,,,33,300284
300313.SZ,ST天山,6.08,4.288,,,,,,,,,,33,300313
300378.SZ,鼎捷软件,15.96,-4.259,,,,,,,,,,33,300378
300245.SZ,天玑科技,5.85,0.516,,,,,,,,,,33,300245
300249.SZ,依米康,6.43,-2.428,,,,,,,,,,33,300249
300396.SZ,迪瑞医疗,18.97,-2.317,,,,,,,,,,33,300396
000948.SZ,南天信息,12.63,-2.471,,,,,,,,,,33,000948
300238.SZ,冠昊生物,9.01,-2.489,,,,,,,,,,33,300238
300371.SZ,汇中股份,8.12,-1.932,,,,,,,,,,33,300371
300303.SZ,聚飞光电,4.74,-0.837,,,,,,,,,,33,300303
300352.SZ,北信源,3.87,-2.273,,,,,,,,,,33,300352
300241.SZ,瑞丰光电,4.20,5.528,,,,,,,,,,33,300241
300364.SZ,中文在线,20.37,-3.824,,,,,,,,,,33,300364
000965.SZ,天保基建,2.74,0.366,,,,,,,,,,33,000965
000949.SZ,新乡化纤,3.54,1.433,,,,,,,,,,33,000949
300259.SZ,新天科技,2.62,-2.963,,,,,,,,,,33,300259
300257.SZ,开山股份,9.70,-1.623,,,,,,,,,,33,300257
000962.SZ,东方钽业,10.12,-1.172,,,,,,,,,,33,000962
000967.SZ,盈峰环境,4.16,-2.347,,,,,,,,,,33,000967
300250.SZ,初灵信息,11.47,0.614,,,,,,,,,,33,300250
300366.SZ,创意信息,7.18,-2.842,,,,,,,,,,33,300366
300261.SZ,雅本化学,5.50,1.664,,,,,,,,,,33,300261
300391.SZ,长药控股,3.37,19.929,,,,,,,,,,33,300391
300311.SZ,任子行,4.10,3.015,,,,,,,,,,33,300311
000969.SZ,安泰科技,7.93,-1.491,,,,,,,,,,33,000969
000971.SZ,*ST高升,,,,,,,,,,,,33,000971
000960.SZ,锡业股份,15.50,-1.085,,,,,,,,,,33,000960
300264.SZ,佳创视讯,3.92,-2.488,,,,,,,,,,33,300264
000972.SZ,中基健康,2.31,0.435,,,,,,,,,,33,000972
300308.SZ,中际旭创,143.50,-1.449,,,,,,,,,,33,300308
300417.SZ,南华仪器,8.65,2.976,,,,,,,,,,33,300417
000978.SZ,桂林旅游,6.21,0.485,,,,,,,,,,33,000978
300368.SZ,ST汇金,2.56,2.400,,,,,,,,,,33,300368
300399.SZ,天利科技,9.14,-5.088,,,,,,,,,,33,300399
300289.SZ,利德曼,3.99,-0.499,,,,,,,,,,33,300289
300406.SZ,九强生物,15.36,-0.967,,,,,,,,,,33,300406
300323.SZ,华灿光电,4.29,0.704,,,,,,,,,,33,300323
300353.SZ,东土科技,7.13,-1.791,,,,,,,,,,33,300353
300425.SZ,中建环能,4.22,0.238,,,,,,,,,,33,300425
300473.SZ,德尔股份,13.87,0.799,,,,,,,,,,33,300473
300409.SZ,道氏技术,8.81,-0.113,,,,,,,,,,33,300409
300315.SZ,掌趣科技,4.18,-1.182,,,,,,,,,,33,300315
300294.SZ,博雅生物,34.18,-0.755,,,,,,,,,,33,300294
300437.SZ,清水源,8.94,0.903,,,,,,,,,,33,300437
300287.SZ,飞利信,1.88,1.622,,,,,,,,,,33,300287
300338.SZ,*ST开元,1.61,15.000,,,,,,,,,,33,300338
300411.SZ,金盾股份,12.74,1.191,,,,,,,,,,33,300411
000973.SZ,佛塑科技,3.73,-0.533,,,,,,,,,,33,000973
300326.SZ,凯利泰,3.89,-0.256,,,,,,,,,,33,300326
300373.SZ,扬杰科技,37.60,-0.318,,,,,,,,,,33,300373
300451.SZ,创业慧康,3.43,-1.437,,,,,,,,,,33,300451
300349.SZ,金卡智能,11.60,-2.192,,,,,,,,,,33,300349
300413.SZ,芒果超媒,20.23,-0.833,,,,,,,,,,33,300413
300363.SZ,博腾股份,11.82,0.170,,,,,,,,,,33,300363
300438.SZ,鹏辉能源,18.59,0.378,,,,,,,,,,33,300438
300306.SZ,远方信息,9.04,-3.932,,,,,,,,,,33,300306
300441.SZ,鲍斯股份,5.62,-3.103,,,,,,,,,,33,300441
300381.SZ,溢多利,6.29,-1.719,,,,,,,,,,33,300381
300379.SZ,东方通,8.19,-1.444,,,,,,,,,,33,300379
300452.SZ,山河药辅,11.11,0.090,,,,,,,,,,33,300452
000987.SZ,越秀资本,5.03,0.199,,,,,,,,,,33,000987
300350.SZ,华鹏飞,4.63,-2.321,,,,,,,,,,33,300350
300419.SZ,浩丰科技,4.97,-0.401,,,,,,,,,,33,300419
000958.SZ,电投产融,3.70,-0.538,,,,,,,,,,33,000958
300426.SZ,唐德影视,6.87,-1.009,,,,,,,,,,33,300426
300401.SZ,花园生物,16.25,0.371,,,,,,,,,,33,300401
300310.SZ,宜通世纪,3.77,-1.050,,,,,,,,,,33,300310
002032.SZ,苏泊尔,48.12,-1.575,,,,,,,,,,33,002032
300430.SZ,诚益通,13.98,-6.175,,,,,,,,,,33,300430
000966.SZ,长源电力,4.51,-1.528,,,,,,,,,,33,000966
300388.SZ,节能国祯,5.75,-0.174,,,,,,,,,,33,300388
300383.SZ,光环新网,8.36,-1.415,,,,,,,,,,33,300383
300455.SZ,航天智装,11.70,-2.419,,,,,,,,,,33,300455
002033.SZ,丽江股份,9.11,1.448,,,,,,,,,,33,002033
001979.SZ,招商蛇口,9.43,1.836,,,,,,,,,,33,001979
300421.SZ,力星股份,8.74,-3.532,,,,,,,,,,33,300421
300486.SZ,东杰智能,4.94,-6.968,,,,,,,,,,33,300486
000997.SZ,新大陆,14.00,-2.439,,,,,,,,,,33,000997
300298.SZ,三诺生物,23.84,-2.535,,,,,,,,,,33,300298
300332.SZ,天壕能源,5.49,0.000,,,,,,,,,,33,300332
300389.SZ,艾比森,12.22,-2.318,,,,,,,,,,33,300389
300456.SZ,赛微电子,15.54,-0.576,,,,,,,,,,33,300456
002011.SZ,盾安环境,9.70,-1.423,,,,,,,,,,33,002011
300469.SZ,信息发展,14.73,6.894,,,,,,,,,,33,300469
300490.SZ,华自科技,7.18,-0.554,,,,,,,,,,33,300490
300333.SZ,兆日科技,5.76,-4.160,,,,,,,,,,33,300333
300339.SZ,润和软件,20.58,-3.107,,,,,,,,,,33,300339
002006.SZ,精工科技,12.83,-2.285,,,,,,,,,,33,002006
300412.SZ,迦南科技,2.93,0.343,,,,,,,,,,33,300412
002026.SZ,山东威达,8.17,-2.156,,,,,,,,,,33,002026
300474.SZ,景嘉微,61.23,-1.337,,,,,,,,,,33,300474
300418.SZ,昆仑万维,31.43,-2.270,,,,,,,,,,33,300418
300402.SZ,宝色股份,13.05,-1.061,,,,,,,,,,33,300402
300449.SZ,汉邦高科,4.38,3.792,,,,,,,,,,33,300449
002027.SZ,分众传媒,6.29,1.452,,,,,,,,,,33,002027
300427.SZ,*ST红相,4.48,1.358,,,,,,,,,,33,300427
300494.SZ,盛天网络,9.95,-1.777,,,,,,,,,,33,300494
002028.SZ,思源电气,62.25,-2.200,,,,,,,,,,33,002028
000988.SZ,华工科技,28.89,-2.727,,,,,,,,,,33,000988
000950.SZ,重药控股,4.99,-0.399,,,,,,,,,,33,000950
300461.SZ,田中精机,21.13,0.956,,,,,,,,,,33,300461
300527.SZ,中船应急,6.35,-0.626,,,,,,,,,,33,300527
300477.SZ,合纵科技,2.53,0.397,,,,,,,,,,33,300477
300525.SZ,博思软件,12.51,-6.781,,,,,,,,,,33,300525
300404.SZ,博济医药,7.77,-5.475,,,,,,,,,,33,300404
300433.SZ,蓝思科技,17.85,0.905,,,,,,,,,,33,300433
300623.SZ,捷捷微电,16.96,0.653,,,,,,,,,,33,300623
002030.SZ,达安基因,5.05,-0.786,,,,,,,,,,33,002030
002084.SZ,海鸥住工,2.56,-0.775,,,,,,,,,,33,002084
002041.SZ,登海种业,8.59,1.297,,,,,,,,,,33,002041
300467.SZ,迅游科技,13.30,-4.040,,,,,,,,,,33,300467
300443.SZ,金雷股份,14.88,-1.587,,,,,,,,,,33,300443
002038.SZ,双鹭药业,7.38,-0.673,,,,,,,,,,33,002038
